Year,Month,Day,Longitude,Latitude,Depth,Hour,Minute,Second,Mw_unified,Relation
1981,5,18,55.3706,27.2104,71,19,36,17,4.8,Ms-Mw
1981,5,20,51.7846,28.2276,39.9,23,38,23,4.6,mb(Zagros)-Mw
1981,5,23,55.8766,26.4059,33,14,28,46,4.3,mb(Zagros)-Mw
1981,5,23,50.8521,31.4346,33,23,46,2,4.3,mb(Zagros)-Mw
1981,5,24,45.414,38.611,46,21,12,23,4.6,Ms-Mw
1981,5,24,45.412,38.411,46.9,22,7,6,4.6,Ms-Mw
1981,6,11,56.9525,31.2338,33,7,56,18,4.3,mb(Alborz)-Mw
1981,6,11,56.5575,34.2542,33,22,17,38,4.2,mb(Zagros)-Mw
1981,6,12,61.1599,26.5713,33,1,11,46,4.8,Ms-Mw
1981,6,15,48.799,32.3314,33,8,45,21,4.5,Ms-Mw
1981,6,27,57.4088,31.2838,40,17,31,26,4.3,Ms-Mw
1981,6,28,45.4345,33.4982,118.7,16,52,30,4.5,mb(Zagros)-Mw
1981,6,30,55.346,27.061,61.9,3,18,2,4.5,Ms-Mw
1981,7,3,55.834,27.099,50.8,3,51,59,5,Ms-Mw
1981,7,6,44.6621,35.3062,31.2,21,25,10,4.6,mb(Alborz)-Mw
1981,7,15,46.7259,33.5938,33,0,47,8,4.4,mb(Zagros)-Mw
1981,7,15,58.228,27.6165,70.9,23,51,28,4.3,mb(Zagros)-Mw
1981,7,23,45.23,37.14,50.9,0,5,30,5.8,
1981,7,28,57.767,29.976,11.1,17,22,22.95,7,
1981,8,4,51.2687,36.4455,,18,53,59,4.8,mb(Zagros)-Mw
1981,8,9,55.221,36.853,35,13,8,16,5.2,Ms-Mw
1981,9,1,55.4535,27.1708,,12,24,39,4.7,mb(Alborz)-Mw
1981,9,2,44.3279,36.3263,33,20,30,34,4.1,mb(Zagros)-Mw
1981,9,3,55.286,27.599,54.1,17,5,6,5,Ms-Mw
1981,9,5,44.2192,35.8415,62.2,2,41,54,4.5,mb(Zagros)-Mw
1981,9,6,52.7901,28.1861,33,5,32,44,4.1,mb(Zagros)-Mw
1981,9,6,54.1377,29.5676,,5,39,23,4,mb(Alborz)-Mw
1981,9,8,56.954,28.449,75.6,17,3,13,4.6,mb(Zagros)-Mw
1981,9,12,56.981,27.818,78.6,2,29,17,4.9,mb(Zagros)-Mw
1981,9,13,53.8636,27.4736,70.5,1,43,32,4.6,mb(Zagros)-Mw
1981,9,19,58.4451,35.7453,,21,3,23,4.2,mb(Zagros)-Mw
1981,9,27,56.491,28.1572,33,9,34,46,4.2,mb(Zagros)-Mw
1981,10,9,45.1921,36.6243,33,1,36,13,4.9,mb(Zagros)-Mw
1981,11,4,55.4487,39.1036,12.2,11,18,19,4.6,mb(Zagros)-Mw
1981,11,17,47.4266,33.0987,42.2,10,45,44,4.5,mb(Zagros)-Mw
1981,11,21,57.3858,33.5787,38.1,4,10,43,4.4,mb(Zagros)-Mw
1981,11,28,50.569,30.697,73.4,6,42,37,5,mb(Zagros)-Mw
1981,12,9,59.3719,36.9046,,10,12,42,4.3,mb(Zagros)-Mw
1981,12,24,49.589,32.996,53.2,22,0,51,4.8,Ms-Mw
1981,12,28,45.918,35.005,61.8,14,49,40,5.3,mb(Zagros)-Mw
1982,1,3,60.3116,28.5787,9.6,0,46,23,4.4,Ms-Mw
1982,1,3,50.4447,31.8404,33,2,24,36,4.5,Ms-Mw
1982,1,3,56.5891,27.6135,33,7,25,16,4.2,mb(Zagros)-Mw
1982,1,9,56.27,27.506,41.3,5,9,45,4.6,Ms-Mw
1982,1,9,54.4845,36.3759,33,6,45,43,4,mb(Alborz)-Mw
1982,1,11,56.3408,37.249,33,21,24,2,4.6,mb(Alborz)-Mw
1982,1,13,52.071,29.8791,33,1,46,32,4.4,mb(Alborz)-Mw
1982,1,28,43.57,37.24,33,9,36,14,4.1,mb(Alborz)-Mw
1982,2,5,49.664,31.989,40.7,21,36,50,4.6,mb(Alborz)-Mw
1982,2,5,53.678,36.1265,33,23,37,12,4.4,mb(Alborz)-Mw
1982,2,20,50.5475,30.3269,91.6,21,24,40,4.9,mb(Alborz)-Mw
1982,2,28,57.2192,28.6082,81.1,13,42,8,4.1,mb(Alborz)-Mw
1982,3,4,53.0889,27.9344,70.4,11,39,41,4.3,mb(Alborz)-Mw
1982,3,6,44.5054,35.8665,33,0,7,50,4.3,mb(Alborz)-Mw
1982,3,8,54.9742,28.226,33,23,32,4,4,mb(Alborz)-Mw
1982,3,12,48.2225,34.0303,18.1,21,50,19,4.3,mb(Alborz)-Mw
1982,3,13,47.8589,30.7498,,1,18,37,4.1,mb(Alborz)-Mw
1982,3,20,52.8007,27.5869,56.5,4,9,27,4.6,mb(Alborz)-Mw
1982,3,22,59.9831,35.0405,33,14,28,46.25,4.9,Ms-Mw
1982,3,23,57.2513,27.4707,36.6,9,58,38,4.6,mb(Alborz)-Mw
1982,3,28,61.1224,26.4314,,0,41,10,4,mb(Alborz)-Mw
1982,4,17,51.748,28.539,47.7,2,42,2,4.6,mb(Alborz)-Mw
1982,4,21,44.398,35.779,60.4,13,40,2,4.6,mb(Zagros)-Mw
1982,4,21,44.0306,36.0927,33,16,57,58,4.1,mb(Alborz)-Mw
1982,4,25,48.0659,32.6477,33,15,5,54,4.4,mb(Alborz)-Mw
1982,4,27,46.315,39.1244,22.9,17,16,27,4,mb(Alborz)-Mw
1982,4,30,46.0444,33.2993,67.5,17,27,51,4.4,mb(Alborz)-Mw
1982,5,15,54.086,35.479,13,17,36,8,4.4,mb(Alborz)-Mw
1982,5,29,43.676,39.337,15,14,22,0,5.1,Ms-Mw
1982,6,1,48.183,33.683,53.1,12,18,47,4.8,Ms-Mw
1982,6,10,45.029,37.065,66.5,4,17,30,4.6,mb(Alborz)-Mw
1982,6,12,55.799,32.003,28.2,12,3,39,4.5,Ms-Mw
1982,6,20,46.0587,33.58,55.4,21,46,3,4.4,Ms-Mw
1982,7,1,47.7437,34.5917,45.8,20,21,27,4.4,Ms-Mw
1982,7,5,50.9761,34.7403,33,15,54,24,4.4,mb(Alborz)-Mw
1982,7,11,56.277,27.84,45.2,13,19,48,5.2,Ms-Mw
1982,7,12,55.7586,28.5121,33,3,28,43,4.3,mb(Zagros)-Mw
1982,7,13,49.6335,30.4758,33,14,15,43,4,mb(Alborz)-Mw
1982,7,15,50.633,29.601,32.4,6,49,7,4.5,Ms-Mw
1982,7,19,46.072,33.505,57.6,7,19,23,4.6,Ms-Mw
1982,7,19,56.9883,33.4073,35.1,16,28,52,4.1,mb(Alborz)-Mw
1982,7,31,57.4433,27.6075,33,16,5,15,4.6,mb(Alborz)-Mw
1982,8,15,49.5497,31.4959,33,6,8,39,4.7,mb(Alborz)-Mw
1982,8,22,54.879,33.179,31,9,3,20,4.6,Ms-Mw
1982,8,22,55.614,27.2665,33,11,54,31,4.1,mb(Alborz)-Mw
1982,9,1,48.86,33.603,49.5,7,19,7,4.5,Ms-Mw
1982,9,5,50.2078,31.6985,36.9,6,14,8,4.6,Ms-Mw
1982,9,6,56.1891,27.1404,33,15,50,40,4,mb(Alborz)-Mw
1982,9,28,49.9774,31.0067,33,12,7,6,4.4,mb(Zagros)-Mw
1982,10,5,53.2825,27.6172,33,8,47,21,4.3,mb(Alborz)-Mw
1982,10,10,49.0126,31.6399,33,8,20,49,4.3,mb(Alborz)-Mw
1982,10,15,57.342,28.182,83,2,53,52,5.2,mb(Alborz)-Mw
1982,10,18,48.561,33.1741,83.3,20,45,45,4.6,mb(Alborz)-Mw
1982,10,21,52.07,28.401,49.8,23,13,56,4.6,Ms-Mw
1982,10,25,52.314,35.081,43.9,16,54,50,5.6,Ms-Mw
1982,11,4,45.57,38.5,33,0,4,49,4.2,mb(Zagros)-Mw
1982,11,4,45.4455,38.5799,33,0,45,50,4.1,mb(Zagros)-Mw
1982,11,10,54.942,26.575,33,11,28,27,4.8,mb(Zagros)-Mw
1982,11,11,49.366,32.116,33,2,43,6,4.6,mb(Zagros)-Mw
1982,11,20,57.1748,37.2711,33,20,43,33,4.4,mb(Zagros)-Mw
1982,11,26,51.4799,28.9305,33,0,42,39,4.4,mb(Zagros)-Mw
1982,12,14,54.7911,39.9045,20,17,37,58,4.5,mb(Zagros)-Mw
1982,12,19,57.51,30.5,33.1,19,40,51,6.1,Ms-Mw
1982,12,23,56.3864,27.4763,33,2,48,19,4.6,mb(Zagros)-Mw
1983,1,1,50.77,30.255,51.9,21,54,30,5,mb(Alborz)-Mw
1983,1,4,59.1929,36.2814,21.8,18,23,12,4.1,mb(Alborz)-Mw
1983,1,7,55.1096,36.6941,33,17,17,5,4,mb(Alborz)-Mw
1983,1,17,56.709,27.624,57.7,20,57,10,5.1,mb(Zagros)-Mw
1983,1,31,46.8136,32.5656,33,12,8,52,4.9,mb(Alborz)-Mw
1983,2,7,57.57,26.86,24.5,15,6,27,5.9,
1983,2,18,54.82,28.91,39.6,7,40,21,5.2,
1983,2,18,53.8,27.9,52.6,14,32,10,4.9,mb(Alborz)-Mw
1983,2,20,56.503,27.3485,33,10,9,47,4.6,mb(Alborz)-Mw
1983,3,5,49.33,32.51,39.4,14,22,35,5.6,
1983,3,7,45.9705,35.0948,33,16,22,55,4.3,mb(Alborz)-Mw
1983,3,11,46.0626,34.3024,33,21,26,16,4.4,mb(Alborz)-Mw
1983,3,14,54.543,39.326,33,12,12,48,5.7,Ms-Mw
1983,3,25,61.914,27.5522,33,10,40,22,4.7,mb(Alborz)-Mw
1983,3,25,52.26,35.95,10,11,57,49,5.4,
1983,3,26,44.181,38.739,43.9,10,51,46,4.6,mb(Alborz)-Mw
1983,4,2,48.701,38.976,50.7,0,32,27,4.7,mb(Alborz)-Mw
1983,4,3,56.6146,31.4824,70.7,22,20,45,4.4,mb(Alborz)-Mw
1983,4,18,62.44,27.94,44.5,10,58,52,6.7,
1983,4,21,55.8386,32.114,33,23,45,24,4.3,mb(Alborz)-Mw
1983,4,22,56.245,38.3471,38.6,23,7,45,4.4,mb(Alborz)-Mw
1983,4,28,50.9978,29.5338,33,2,47,10,4.3,mb(Zagros)-Mw
1983,5,1,57.6198,30.4411,47.6,23,6,30,4.6,mb(Alborz)-Mw
1983,5,3,57.7595,30.1541,49.6,0,55,27,4,mb(Alborz)-Mw
1983,5,3,57.3663,33.2672,31.3,13,30,25,4.7,mb(Alborz)-Mw
1983,5,6,48.97,32.325,63.9,7,22,20,4.9,mb(Zagros)-Mw
1983,5,6,59.4478,34.4564,33,19,13,46,4.3,mb(Zagros)-Mw
1983,5,9,44.4277,35.3416,68.3,2,6,24,4.9,mb(Alborz)-Mw
1983,5,15,56.3926,28.116,33,11,16,10,4.6,Ms-Mw
1983,5,17,54.3601,39.9019,33,18,8,39,4.6,mb(Zagros)-Mw
1983,5,20,57.0007,28.4094,76.9,20,38,5,4.1,mb(Zagros)-Mw
1983,5,20,59.478,27.4494,33,22,29,30,4.3,mb(Alborz)-Mw
1983,5,21,57.0294,28.2059,33,16,9,31,4.6,mb(Alborz)-Mw
1983,5,22,48.7773,31.4823,33,4,47,49,4.1,mb(Alborz)-Mw
1983,5,28,49.58,33.58,42.9,11,35,54,5.5,
1983,5,28,48.9083,32.9166,68.7,14,3,41,4.5,mb(Zagros)-Mw
1983,5,29,48.469,32.475,56.4,1,50,11,5,mb(Zagros)-Mw
1983,5,29,48.5354,32.6114,55.3,8,11,4,4.6,mb(Alborz)-Mw
1983,5,29,52.118,35.183,39.3,17,15,38,4.4,mb(Zagros)-Mw
1983,6,1,53.6547,28.0887,38.9,19,2,25,4.2,mb(Zagros)-Mw
1983,6,17,62.6289,25.8439,33,0,29,41,4.4,mb(Zagros)-Mw
1983,7,11,51.901,29.054,57.1,20,34,9,4.6,mb(Alborz)-Mw
1983,7,12,56.41,27.61,42,11,34,18,5.9,
1983,7,15,57.0419,28.4871,10,2,1,20,5,mb(Alborz)-Mw
1983,7,22,49.24,36.93,43,2,41,0,5.5,
1983,7,24,48.6196,32.6387,71,2,18,51,4.4,mb(Alborz)-Mw
1983,8,1,60.4493,32.9056,19,12,3,51,4.8,Ms-Mw
1983,8,3,44.6903,38.9094,33,3,6,2,4.6,Ms-Mw
1983,8,11,44.2017,39.0185,39.8,13,44,15,4.3,mb(Zagros)-Mw
1983,8,13,53.302,28.26,36.7,17,18,35,4.8,Ms-Mw
1983,8,17,50.812,31.791,45.2,21,57,27,5,mb(Zagros)-Mw
1983,8,24,49.026,33.4324,33,8,30,7,4.4,mb(Alborz)-Mw
1983,8,28,54.7954,39.2387,33,5,25,15,4.6,mb(Zagros)-Mw
1983,9,9,57.3746,28.8386,78.1,15,6,57,4.2,mb(Zagros)-Mw
1983,9,13,46.4999,34.4397,33,21,58,23,4.6,mb(Zagros)-Mw
1983,9,23,55.2145,36.9601,33,1,8,12,4.4,mb(Zagros)-Mw
1983,9,23,50.3288,30.7525,41.6,11,23,21,4.4,mb(Alborz)-Mw
1983,9,29,57.7067,27.7206,33,18,4,6,4.1,mb(Zagros)-Mw
1983,10,3,48.9966,32.2191,33,1,0,53,4.6,mb(Zagros)-Mw
1983,10,3,43.64,37.16,48,11,15,9,4.7,mb(Alborz)-Mw
1983,10,8,54.5353,28.1187,33,15,45,35,4.2,mb(Zagros)-Mw
1983,10,9,61.314,28.9,46.3,15,25,36,4.8,mb(Zagros)-Mw
1983,10,29,57.003,28.449,71.1,2,37,2,4.9,mb(Zagros)-Mw
1983,10,31,59.1791,35.2725,,17,12,27,4.9,mb(Zagros)-Mw
1983,11,17,47.391,31.555,41.3,9,10,41,4.8,mb(Zagros)-Mw
1983,11,19,45.995,34.338,43.5,7,57,58,4.9,Ms-Mw
1983,11,30,57.6961,30.4148,33,7,40,14,4.1,mb(Alborz)-Mw
1983,12,2,45.0385,39.6077,,10,32,5,4.2,mb(Zagros)-Mw
1983,12,2,56.5636,27.7512,42.1,10,45,9,4.9,mb(Alborz)-Mw
1983,12,9,48.3083,32.8793,,11,7,46,4.4,mb(Alborz)-Mw
1983,12,15,46.11,40.24,5,7,17,42,4.3,mb(Alborz)-Mw
1983,12,20,50.846,36.849,26.2,22,21,4,4.9,mb(Zagros)-Mw
1983,12,22,48.6884,31.3262,,19,49,48,4.2,mb(Zagros)-Mw
1983,12,26,48.9397,33.8109,68.2,3,48,26,4.5,mb(Zagros)-Mw
1984,1,14,49.1614,32.6381,83.3,21,35,46,4.4,mb(Zagros)-Mw
1984,1,15,63.2941,27.0768,10.4,3,47,5,4.8,mb(Zagros)-Mw
1984,1,19,52.049,28.7905,33,8,55,29,4.1,mb(Zagros)-Mw
1984,1,29,48.4132,32.5627,33,22,29,19,4.4,mb(Zagros)-Mw
1984,2,2,52.1277,27.3812,33,2,43,32,4.3,mb(Zagros)-Mw
1984,2,12,57.4721,36.9496,55.8,13,38,9,4.3,mb(Alborz)-Mw
1984,2,14,55.9575,27.3154,,4,43,7,4.5,mb(Zagros)-Mw
1984,2,18,51.1685,27.7031,,7,24,47,4.3,mb(Zagros)-Mw
1984,2,22,54.11,39.89,27,5,44,42,5.7,
1984,2,29,55.609,26.841,35.2,10,1,7,5.2,Ms-Mw
1984,3,1,53.835,27.241,43.6,21,24,52,5.1,Ms-Mw
1984,3,3,57.5076,37.3469,,21,27,23,4.4,mb(Zagros)-Mw
1984,3,7,43.344,39.042,30,23,29,37,4.6,Ms-Mw
1984,3,21,54.4096,26.9656,88.8,17,51,49,4.9,mb(Alborz)-Mw
1984,3,21,54.331,26.8973,60.3,18,11,51,5,mb(Alborz)-Mw
1984,3,23,50.305,30.7175,33,4,42,49,4,mb(Alborz)-Mw
1984,3,23,57.549,37.267,15,20,8,42,5,mb(Alborz)-Mw
1984,3,25,45.28,38.2453,33,2,44,58,4.6,mb(Alborz)-Mw
1984,3,26,45.3665,34.3355,74.9,12,0,26,4.7,mb(Alborz)-Mw
1984,4,9,54.1637,39.3191,33,0,20,24,4.6,Ms-Mw
1984,4,13,55.7069,27.4512,33,21,44,14,4.3,mb(Alborz)-Mw
1984,4,22,56.644,27.628,51.3,13,39,32,5.1,Ms-Mw
1984,5,11,54.944,36.611,28.6,9,58,51,5,mb(Zagros)-Mw
1984,5,11,56.2997,28.3037,48.8,22,24,13,4,mb(Alborz)-Mw
1984,5,26,47.9919,32.559,67.4,15,55,31,4.4,mb(Alborz)-Mw
1984,5,28,61.5053,27.0111,33,19,40,41,4,mb(Alborz)-Mw
1984,6,1,50.492,31.939,52.4,12,29,27,4.9,Ms-Mw
1984,6,2,50.4331,31.4631,33,15,22,39,4.1,mb(Alborz)-Mw
1984,6,15,55.362,37.158,15,18,50,13,4.3,mb(Alborz)-Mw
1984,6,22,49.7743,31.1516,33,15,39,22,4.7,mb(Alborz)-Mw
1984,6,29,45.137,38.412,39.8,19,55,17,4.7,Ms-Mw
1984,6,30,48.1485,32.6029,60.2,2,28,12,4.6,mb(Alborz)-Mw
1984,7,6,58.255,36.398,10,4,8,4,5.9,Ms-Mw
1984,7,23,53.41,29.457,42.6,7,13,50,5,mb(Alborz)-Mw
1984,7,23,57.3751,30.7121,33,8,21,5,4.4,mb(Alborz)-Mw
1984,7,31,51.2468,31.3644,102.8,2,32,2,4.4,mb(Alborz)-Mw
1984,8,1,54.7908,36.526,40.3,19,36,48,4.1,mb(Alborz)-Mw
1984,8,2,51.1809,27.2913,33,0,27,35,4,mb(Alborz)-Mw
1984,8,2,44.33,40.22,33,5,52,53,4.3,mb(Alborz)-Mw
1984,8,2,51.296,28.026,38.5,22,49,47,5,mb(Alborz)-Mw
1984,8,8,47.8628,34.4615,33,9,11,11,4.6,mb(Alborz)-Mw
1984,8,14,45.2711,36.2415,46.2,23,3,55,4.1,mb(Alborz)-Mw
1984,8,15,57.064,30.783,35.5,2,0,56,5.3,mb(Alborz)-Mw
1984,8,21,56.917,38.336,10,19,48,52,5.1,Ms-Mw
1984,8,23,43.007,36.263,15,20,26,47,4.6,mb(Alborz)-Mw
1984,8,24,45.9524,38.4957,10,11,31,41,5.3,mb(Alborz)-Mw
1984,8,28,51.272,30.919,68.3,3,26,9,5,mb(Alborz)-Mw
1984,9,5,57.1496,38.4558,,11,19,12,4.3,mb(Alborz)-Mw
1984,9,6,54.382,26.104,27.1,22,21,4,5.2,Ms-Mw
1984,9,7,55.1381,28.1752,46.5,11,10,19,4.6,mb(Alborz)-Mw
1984,9,9,49.2774,35.5314,49.5,17,55,1,4.6,mb(Alborz)-Mw
1984,9,10,60.7791,33.957,22,12,36,18,4,mb(Alborz)-Mw
1984,9,10,57.0234,29.1645,111,21,16,13,4.4,mb(Alborz)-Mw
1984,9,12,60.2039,33.2515,16.2,9,9,22,4.7,mb(Alborz)-Mw
1984,9,21,50.266,29.914,61.7,0,47,25,4.9,mb(Alborz)-Mw
1984,9,23,44.6986,36.3498,53.9,11,32,43,4.6,mb(Zagros)-Mw
1984,9,27,49.6942,31.3263,60.1,16,7,55,4.6,mb(Alborz)-Mw
1984,9,30,49.1552,37.9196,58.7,15,33,21,4.6,mb(Alborz)-Mw
1984,10,3,45.1658,36.1074,33,23,37,49,4.4,mb(Alborz)-Mw
1984,10,21,47.525,32.696,49.6,23,40,19,5.1,mb(Zagros)-Mw
1984,10,23,57.3491,30.6558,33,7,8,14,4.6,mb(Alborz)-Mw
1984,10,28,45.2867,37.0294,33,22,3,59,4.6,mb(Alborz)-Mw
1984,11,15,57.1364,28.3892,86.6,6,19,22,4.9,mb(Alborz)-Mw
1984,11,18,56.3428,27.1127,70.2,0,51,6,4.1,mb(Alborz)-Mw
1984,11,23,49.6628,31.3607,36,18,20,20,4.4,mb(Zagros)-Mw
1984,12,3,43.094,37.951,10,7,38,9,5.4,Ms-Mw
1984,12,6,55.7246,27.5131,65.6,11,31,20,4.4,mb(Alborz)-Mw
1984,12,22,54.44,27.83,39,16,5,12,5.1,
1984,12,27,45.0591,34.7883,59.6,2,7,58,4.3,mb(Zagros)-Mw
1984,12,27,45.3681,34.7763,91.7,2,16,29,4.1,mb(Alborz)-Mw
1985,1,10,56.6036,28.0135,12,13,15,27,4.8,mb(Zagros)-Mw
1985,1,10,60.9511,26.5393,33,21,36,34,4.2,mb(Zagros)-Mw
1985,2,2,52.97,28.34,44.1,20,52,32,5.6,
1985,2,5,52.8339,28.9539,,10,20,38,4.4,mb(Zagros)-Mw
1985,2,8,54.6466,39.3637,33,22,38,40,4.5,mb(Zagros)-Mw
1985,2,11,50.6936,34.474,61.5,9,26,47,4.8,mb(Zagros)-Mw
1985,2,20,48.0131,37.6448,,19,59,6,4.3,mb(Zagros)-Mw
1985,2,26,47.325,32.536,48.9,2,44,6,4.9,Ms-Mw
1985,2,26,47.4623,32.9246,86.1,3,34,40,4.6,mb(Alborz)-Mw
1985,2,26,47.1546,32.7912,64.4,6,6,32,4.5,mb(Zagros)-Mw
1985,2,26,47.8251,32.2635,,10,39,2,4.8,mb(Zagros)-Mw
1985,2,27,43.062,37.996,15,16,34,20,4.9,Ms-Mw
1985,3,3,56.158,31.805,32.9,13,54,56,5,Ms-Mw
1985,3,6,50.4478,30.3098,33,20,32,43,4.2,mb(Zagros)-Mw
1985,3,13,49.5293,32.0537,,20,24,52,4.8,mb(Zagros)-Mw
1985,3,19,49.4263,33.3946,54,3,55,43,4.3,mb(Zagros)-Mw
1985,3,27,49.94,31.66,40.8,2,6,41,5.1,
1985,3,28,50.219,32.3878,63.4,0,25,53,4.4,mb(Zagros)-Mw
1985,4,3,48.426,37.986,44.4,1,44,26,4.7,Ms-Mw
1985,4,17,44.8385,39.7244,,22,10,49.39,4.5,Ms-Mw
1985,4,19,53.8447,28.2747,52.3,23,59,15,4.3,mb(Alborz)-Mw
1985,4,20,53.2508,29.2662,43.2,14,47,35,4.1,mb(Alborz)-Mw
1985,4,25,52.758,29.363,28.3,4,58,46,4.9,mb(Alborz)-Mw
1985,4,30,49.968,31.643,33,12,5,6,4.3,mb(Alborz)-Mw
1985,5,5,63.1116,25.1093,33,21,44,3,4,mb(Alborz)-Mw
1985,5,9,56.5546,38.2912,,14,8,32,4.7,mb(Alborz)-Mw
1985,5,9,49.0338,39.0443,33,18,50,27,4.3,mb(Alborz)-Mw
1985,5,17,57.4577,26.7011,38.6,17,1,24,4.6,mb(Alborz)-Mw
1985,5,19,51.118,29.64,44.2,0,55,11,4.7,mb(Alborz)-Mw
1985,5,21,58.7723,32.2346,30.8,0,36,43,4.5,mb(Zagros)-Mw
1985,5,31,51.649,30.027,44.7,13,19,19,4.5,Ms-Mw
1985,6,1,60.0483,36.0469,33,8,32,34,4.2,mb(Zagros)-Mw
1985,6,27,55.3484,36.8805,23.8,5,7,17,4.4,mb(Zagros)-Mw
1985,6,28,57.537,30.537,22.5,13,35,31,4.7,mb(Alborz)-Mw
1985,6,29,45.3346,40.1778,,19,52,9.64,4.1,Ms-Mw
1985,7,4,56.3367,27.7758,47.2,23,38,7,4.4,mb(Zagros)-Mw
1985,7,5,50.4714,30.7747,76.1,0,31,54,4.2,mb(Zagros)-Mw
1985,7,8,53.7122,36.2737,33,17,2,35,4.8,mb(Zagros)-Mw
1985,7,23,50.612,30.35,41.6,23,51,41,5,mb(Zagros)-Mw
1985,7,24,45.988,35.887,55.1,16,57,55,4.5,Ms-Mw
1985,7,27,46.2866,32.9928,54.5,3,12,12,4.7,mb(Alborz)-Mw
1985,8,7,53.02,27.77,39.7,15,43,24,5.4,
1985,8,7,52.3222,27.6121,,15,47,0,4.9,mb(Alborz)-Mw
1985,8,10,53.4114,27.9731,33,13,29,52,4.8,Ms-Mw
1985,8,16,59.44,37.2,10,10,46,50,5.5,
1985,8,18,44.5507,39.4149,,2,8,39.25,4.3,Ms-Mw
1985,8,19,52.333,29.2077,33,12,47,50,4.7,Ms-Mw
1985,8,19,53.0734,29.0171,33,15,23,23,4.3,mb(Zagros)-Mw
1985,8,22,55.2139,36.8825,33,15,15,46,4.9,Ms-Mw
1985,9,10,53.8399,27.9741,33,20,10,5,4.3,mb(Alborz)-Mw
1985,9,11,47.516,33.037,33,1,56,23,5.3,Ms-Mw
1985,9,16,49.4351,31.3697,33,20,37,34,4.4,mb(Alborz)-Mw
1985,9,18,49.44,31.59,33,0,10,33,5.3,
1985,9,24,61.8669,26.8511,10,7,5,53,4.6,Ms-Mw
1985,10,1,56.9048,28.3534,33,9,48,40,4.7,Ms-Mw
1985,10,10,54.906,26.723,37.4,10,19,53,5.2,Ms-Mw
1985,10,14,52.666,35.563,10,15,28,33,4.9,Ms-Mw
1985,10,29,54.84,36.79,40.1,14,23,5,6.2,
1985,10,30,44.9227,36.1978,10,21,53,16,4.3,mb(Alborz)-Mw
1985,11,1,56.5608,27.8059,50.1,22,36,25,4.8,mb(Zagros)-Mw
1985,11,15,51.2451,28.0616,22.4,6,12,7,5,Ms-Mw
1985,11,23,48.918,33.48,44,19,31,59,4.8,Ms-Mw
1985,11,28,45.7263,35.8969,56.9,23,26,30,4.6,Ms-Mw
1985,12,1,56.646,37.511,15,20,31,48,4.6,mb(Zagros)-Mw
1985,12,5,51.6137,29.6011,33,21,50,9,4.5,mb(Zagros)-Mw
1985,12,5,51.4413,29.5867,33,23,40,23,4.1,mb(Alborz)-Mw
1985,12,9,56.11,31.722,27.4,13,20,22,4.6,mb(Zagros)-Mw
1985,12,11,45.597,35.8112,48,9,11,31,4.8,mb(Zagros)-Mw
1985,12,13,57.6499,30.4972,33,1,54,8,4.6,mb(Alborz)-Mw
1985,12,23,57.6796,33.6949,33,23,42,2,4.6,mb(Zagros)-Mw
1985,12,29,44.4758,38.7238,33,0,55,26,4.3,mb(Zagros)-Mw
1985,12,31,54.451,27.688,65.5,11,51,3,4.8,mb(Zagros)-Mw
1986,1,25,53.4266,28.2094,45.3,23,21,35,4.2,mb(Zagros)-Mw
1986,1,27,51.42,28.434,45.8,3,2,4,5.1,Ms-Mw
1986,1,27,48.715,38.923,55.7,16,35,50,4.9,Ms-Mw
1986,3,8,50.2859,30.9734,64.3,5,55,1,4.5,mb(Zagros)-Mw
1986,3,15,57.3362,26.5824,33,1,6,14,4,mb(Alborz)-Mw
1986,3,15,47.009,32.39,33,7,59,29,4.9,mb(Zagros)-Mw
1986,3,16,52.7708,29.6545,33,11,19,36,4.1,mb(Alborz)-Mw
1986,3,25,54.821,26.697,37.5,1,32,33,5.6,Ms-Mw
1986,3,26,48.0331,35.0604,33,10,37,22,4.3,mb(Zagros)-Mw
1986,3,26,53.6788,36.0107,34.3,15,18,9,4.6,mb(Zagros)-Mw
1986,3,27,57.9033,30.1007,33,11,41,56,4.5,mb(Zagros)-Mw
1986,3,30,44.606,38.9611,48.6,20,31,6,4.2,mb(Zagros)-Mw
1986,4,3,56.155,26.923,51,2,49,30,4.6,mb(Alborz)-Mw
1986,4,10,54.4018,34.3768,33.1,12,9,55,4.6,mb(Zagros)-Mw
1986,4,11,43.373,39.997,15,4,10,33,4.6,Ms-Mw
1986,4,24,53.194,28.3781,33,9,32,25,4.3,mb(Zagros)-Mw
1986,4,29,51.6796,30.2569,33,14,37,59,4.9,Ms-Mw
1986,4,29,49.11,37.898,50.2,22,7,56,5,mb(Zagros)-Mw
1986,5,2,53.24,27.97,26.8,3,18,36,5.5,
1986,5,7,57.681,26.764,42.8,17,54,34,4.5,mb(Zagros)-Mw
1986,5,11,45.274,36.951,42.4,7,50,7,4.6,mb(Zagros)-Mw
1986,5,13,43.92,41.03,10,8,44,3,5.7,
1986,5,19,43.08,37.92,10,17,36,32,4.2,mb(Zagros)-Mw
1986,5,20,51.638,31.329,33,15,56,52,4.1,mb(Zagros)-Mw
1986,5,26,51.84,29,10,21,7,1,4.5,mb(Zagros)-Mw
1986,5,30,44.4267,34.8974,5,2,11,9,4.3,mb(Zagros)-Mw
1986,6,2,45.608,35.869,23,6,25,22,5.1,Ms-Mw
