Mw,Longitude,Latitude,Depth_km,Year,Month,Day,Hour,Minute,Second,Sigma_m,Mwe
4,-116.6,33.8,0,1931,9,10,4,36,0,0.33,4
4.5,-118.17,37.08,0,1931,9,23,8,25,0,0.33,4.5
4,-121.67,36.67,0,1931,10,9,19,50,0,0.33,4
4,-121.67,36.33,0,1931,10,18,19,58,0,0.33,4
4,-118.3,33.8,0,1931,11,3,16,5,0,0.33,4
4,-121.67,36.5,0,1931,12,4,0,53,0,0.33,4
4,-120.5,39.83,0,1931,12,15,16,20,0,0.33,4
4,-123,38,0,1931,12,19,6,0,0,0.33,4
4,-118,38.75,0,1931,12,22,16,13,0,0.333,3.8
4.8,-123,47.5,0,1931,12,31,15,25,0,0.333,4.6
3,-116,32,6,1932,1,3,17,58,11.9,0,3
4.5,-124.42,40.42,0,1932,1,5,13,59,4,0.14,4.5
4,-115.653,31.943,6,1932,1,8,2,34,51.6,0,4
4,-121.33,36.67,0,1932,1,8,18,16,59,0.14,4
3.05,-117.537,33.857,6,1932,1,10,10,44,55.4,0,3.05
3,-116.846,33.657,6,1932,1,10,15,39,30.4,0,3
3,-119.878,34.162,6,1932,1,14,0,51,16.6,0,3
3.23,-118.046,36.545,6,1932,1,14,3,16,22.5,0.333,3.03
3,-118.596,34.057,6,1932,1,14,8,55,49.9,0,3
3,-118.094,33.88,6,1932,1,14,19,35,52.4,0,3
3.5,-118.3,33.47,6,1932,1,20,20,21,39.6,0,3.5
3,-117.426,34.086,15,1932,1,21,3,7,27.1,0,3
3,-118.836,37.655,6,1932,1,25,22,57,46.1,0,3
5,-110.8,43.6,0,1932,1,26,10,13,0,0,5
4.59,-116.515,31.386,6,1932,1,28,17,17,48.4,0,4.59
3.22,-120.768,34.695,6,1932,1,30,0,48,59.9,0.222,3.13
3.17,-118.39,33.77,6,1932,1,31,14,29,16.7,0,3.17
3,-118.677,32.694,6,1932,2,1,1,4,47.2,0,3
3.66,-120.5,36.5,6,1932,2,2,20,52,0,0.222,3.57
3.43,-119.626,34.259,0,1932,2,4,16,2,58,0,3.43
3.14,-120.809,36.086,6,1932,2,5,4,14,51.2,0,3.14
3.6,-120.5,36,6,1932,2,5,6,47,0,0.222,3.51
3.21,-116.946,33.978,6,1932,2,5,16,44,19.2,0,3.21
4.2,-118,38.5,0,1932,2,8,3,56,40,0.333,4
3.15,-116.342,31.944,6,1932,2,9,12,52,43.3,0,3.15
4.27,-116.8,34.344,12,1932,2,11,23,11,21.4,0.13,4.27
3.7,-115.333,32.5,6,1932,2,12,2,30,18.9,0.222,3.61
3.2,-120.963,34.256,6,1932,2,20,6,15,49.5,0.222,3.11
3.44,-121.185,37.079,6,1932,2,21,4,41,12.5,0.222,3.35
5,-121,36,0,1932,2,26,16,58,0,0.14,5
3.12,-120.697,36.267,6,1932,3,7,11,30,58.1,0.222,3.03
3.44,-116.317,32.469,6,1932,3,13,5,51,43.1,0.222,3.35
3.49,-120.508,34.223,6,1932,3,13,23,9,24,0.222,3.4
4.46,-115.932,35.795,6,1932,3,23,0,20,6.5,0.15,4.42
3.21,-115.828,32.907,6,1932,3,26,6,57,44.6,0.222,3.12
2.82,-116.957,33.644,15,1932,3,29,3,16,5.9,0.222,2.73
2.96,-117.879,36.147,6,1932,3,31,5,0,20,0.333,2.76
3.17,-117.102,31.584,6,1932,3,31,7,8,43.3,0.333,2.97
3.41,-116.457,31.757,6,1932,4,2,2,21,34.8,0.222,3.32
2.91,-115.956,32.071,6,1932,4,3,2,24,56.4,0,2.91
3.14,-116.524,33.21,6,1932,4,6,14,57,47.2,0.222,3.05
3.18,-120.752,34.472,6,1932,4,6,22,42,4.5,0.222,3.09
3.21,-116.155,31.963,6,1932,4,8,20,53,11.5,0.222,3.12
3.08,-116.703,34.738,6,1932,4,9,17,55,14.4,0.222,2.99
2.82,-118.952,37.543,6,1932,4,13,5,44,55.4,0.333,2.62
3.29,-115.345,33.401,6,1932,4,16,9,2,39.2,0.222,3.2
4.5,-121.22,36.67,0,1932,4,16,18,48,10,0.14,4.5
3.56,-118.28,35.643,6,1932,4,19,19,40,7.7,0.222,3.47
2.93,-116.872,34.029,6,1932,4,19,23,36,49.3,0.222,2.84
4,-120.75,36.78,0,1932,4,22,0,8,16,0.14,4
4.14,-116.825,35.078,6,1932,4,27,23,35,16.7,0.15,4.1
4.22,-115.55,31.846,6,1932,4,29,16,52,27.9,0.222,4.13
3.1,-118.585,33.293,6,1932,5,2,2,32,22.5,0.222,3.01
3.25,-116.253,33.966,6,1932,5,6,9,48,5.7,0.222,3.16
3.33,-118.428,33.552,6,1932,5,7,4,26,28.1,0.222,3.24
2.97,-116.075,33.735,6,1932,5,14,21,26,0.7,0.222,2.88
2.9,-120.5,36,6,1932,5,16,3,37,10,0.222,2.81
3.78,-115.841,34.995,6,1932,5,20,20,22,50.1,0.333,3.58
4,-117.5,37.33,0,1932,5,22,8,16,56,0.14,4
3.42,-115.806,32.665,6,1932,5,28,22,55,3.3,0.222,3.33
3.05,-118.198,33.986,6,1932,5,29,12,27,42.2,0.222,2.96
3.1,-115.332,33.017,6,1932,5,31,0,59,13.2,0.222,3.01
6.4,-124.5,40.75,0,1932,6,6,8,44,22,0.14,6.4
4.5,-122.08,37.25,0,1932,6,14,9,44,17,0.14,4.5
3.61,-116.704,31.716,6,1932,6,16,21,35,24.9,0.222,3.52
3.69,-119.125,32.681,6,1932,6,18,14,37,59.2,0.222,3.6
2.8,-117.5,34.241,20,1932,6,21,10,54,59.3,0.222,2.71
3.92,-116.442,33.083,6,1932,6,23,2,25,52.5,0.222,3.83
4,-122,36,0,1932,6,27,5,17,25,0.14,4
4.76,-116.091,31.53,6,1932,6,27,10,7,22.7,0.333,4.56
3.4,-121,35.4,6,1932,7,6,14,32,18,0.222,3.31
3.01,-117,31.5,6,1932,7,6,18,42,17.7,0.333,2.81
6.8,-113.247,29.318,10,1932,7,7,16,15,55,0.333,6.6
2.87,-116.154,34.716,6,1932,7,11,4,54,36.7,0.222,2.78
2.95,-120.742,36.429,6,1932,7,11,16,10,11.6,0.222,2.86
3.35,-120.939,34.218,6,1932,7,14,10,45,10.7,0.222,3.26
3.56,-116.019,34.444,6,1932,7,14,21,27,50.6,0.222,3.47
3.01,-118.969,36.034,6,1932,7,17,22,52,11.7,0.222,2.92
5.2,-121.83,47.75,0,1932,7,18,6,1,55,0.333,5
4.44,-118.446,36.074,6,1932,7,26,6,51,56.6,0.15,4.4
4.43,-116.4,34.871,6,1932,7,30,7,13,59.3,0.15,4.39
3.09,-119.62,34.314,6,1932,8,1,8,50,31.2,0.222,3
2.98,-114.987,32.804,6,1932,8,3,2,32,32.7,0.222,2.89
4,-117,38,0,1932,8,3,5,47,25,0.333,3.8
2.84,-119.266,35.795,6,1932,8,13,3,10,32.6,0,2.84
2.81,-117.307,34.085,6,1932,8,16,13,7,10,0.222,2.72
4,-118.82,37.33,0,1932,8,24,9,8,38,0.14,4
3.57,-116.966,33.748,6,1932,8,30,2,50,23.1,0.222,3.48
3.41,-116.544,33.977,6,1932,9,1,4,53,26.2,0.222,3.32
3.05,-115.342,33.556,6,1932,9,2,4,29,36.7,0.222,2.96
3.35,-116.687,33.203,6,1932,9,3,0,13,30.4,0.222,3.26
3.07,-120.766,36.474,6,1932,9,5,2,26,6,0.222,2.98
2.81,-116.555,33.526,6,1932,9,5,8,32,44.8,0.222,2.72
3.09,-116.72,35.056,6,1932,9,6,19,21,2.1,0.222,3
3.16,-116.56,31.973,6,1932,9,7,4,15,22.2,0.222,3.07
2.9,-116.806,31.792,6,1932,9,7,7,9,23.1,0.222,2.81
4.11,-116.756,31.517,6,1932,9,10,9,57,33.2,0.333,3.91
3.63,-118.008,34.465,6,1932,9,15,8,19,7.8,0.222,3.54
4.12,-115.412,31.706,6,1932,9,20,16,21,22.8,0.222,4.03
2.94,-116.305,33.089,6,1932,9,22,20,52,5.4,0.222,2.85
3.3,-118.5,37.5,6,1932,9,29,22,25,22.5,0.333,3.1
3.5,-116.8,33.283,6,1932,10,6,8,56,0,0,3.5
4.02,-115.642,32.194,6,1932,10,8,7,47,11.7,0.15,3.98
2.96,-115.811,32.873,6,1932,10,8,23,38,30.8,0.222,2.87
4.47,-115.43,32.64,6,1932,10,9,22,50,41.4,0.14,4.43
2.81,-115.962,32.389,6,1932,10,10,6,34,34.6,0.222,2.72
3.59,-115.033,33.065,6,1932,10,14,15,48,51.3,0.222,3.5
3.5,-116.25,33.166,6,1932,10,17,15,35,34.7,0.222,3.41
2.82,-117.619,34.002,6,1932,10,19,3,20,35.3,0.222,2.73
4.71,-121.682,36.165,6,1932,10,19,16,39,40.6,0.222,4.62
3.72,-117.069,31.29,6,1932,10,20,9,20,17.3,0.333,3.52
2.9,-116.972,34.942,6,1932,10,21,14,38,25.4,0.222,2.81
2.91,-118.443,33.826,6,1932,10,21,15,26,5.5,0.222,2.82
4.12,-118.579,33.234,6,1932,10,21,17,29,41.2,0.14,4.08
2.82,-117.005,35.716,6,1932,10,22,5,54,40.5,0.222,2.73
3.17,-118.305,33.58,6,1932,10,22,7,33,10,0.222,3.08
5.1,-122.5,37.75,0,1932,10,25,1,7,23,0,5.1
4.5,-118.666,37.333,16,1932,10,25,3,28,0,0.333,4.3
3.15,-118.814,34.27,6,1932,10,25,12,50,14.1,0.222,3.06
2.82,-119.495,34.852,6,1932,10,27,2,59,35.3,0.222,2.73
4,-117.304,34.034,19,1932,11,1,4,45,46.7,0.14,3.96
2.8,-115.6,33.2,6,1932,11,1,16,9,7.1,0,2.8
4.9,-122.16,37.16,0,1932,11,3,18,54,40,0,4.9
2.83,-119.111,33.126,6,1932,11,9,20,55,38.2,0.222,2.74
2.82,-115.971,32.37,6,1932,11,11,14,5,57.2,0.222,2.73
3.12,-118.122,33.986,6,1932,11,16,18,52,31.5,0.222,3.03
3.25,-116.353,32.957,6,1932,11,24,13,47,59.1,0.222,3.16
3.07,-117.712,33.642,6,1932,12,2,10,54,2.4,0.222,2.98
2.82,-118.617,33.916,6,1932,12,3,12,16,58.6,0.222,2.73
3.15,-119.13,34.595,6,1932,12,3,21,39,39.2,0.222,3.06
4.19,-116.052,31.596,6,1932,12,8,7,34,10.5,0.333,3.99
2.95,-117.48,33.506,6,1932,12,9,13,4,37.6,0.222,2.86
2.88,-120.436,33.658,6,1932,12,9,18,11,15.6,0.222,2.79
3.17,-118.284,33.461,6,1932,12,14,19,15,59.7,0.222,3.08
3.33,-116.653,33.98,6,1932,12,17,4,37,35.8,0.222,3.24
2.93,-116.26,34.722,6,1932,12,20,8,14,24.6,0.222,2.84
7.2,-118,38.75,0,1932,12,21,6,10,5,0.333,7
3.8,-118.9,38.75,0,1932,12,22,8,42,0,0.333,3.6
3.5,-116.95,34.633,6,1932,12,23,21,27,0,0,3.5
3.2,-116.419,33.768,6,1932,12,24,3,4,52.3,0.222,3.11
2.83,-116.163,33.451,6,1932,12,26,13,55,16.1,0.222,2.74
3,-119.333,33,6,1932,12,30,21,15,0,0,3
3.5,-118.114,37.477,6,1932,12,31,14,33,11.7,0.333,3.3
4.59,-117.741,37.569,6,1933,1,2,3,34,9.6,0.333,4.39
4.27,-118.633,38.243,6,1933,1,5,7,43,22.9,0.333,4.07
3.01,-119.669,33.7,6,1933,1,7,8,12,6.6,0.222,2.92
3.22,-120.771,34.176,6,1933,1,8,8,18,28.5,0.222,3.13
3.45,-115.968,33.288,6,1933,1,8,19,28,26.5,0.222,3.36
3.04,-117.218,34.405,6,1933,1,13,10,14,42.9,0.222,2.95
3.1,-119.8,39.2,0,1933,1,15,8,22,16,0.333,2.9
3.78,-116.273,32,6,1933,1,18,18,53,21.9,0.222,3.69
5,-112.827,37.842,0,1933,1,20,13,10,0,0,5
3.2,-116.745,33.804,6,1933,1,24,22,54,44.4,0.222,3.11
4.08,-116.438,34.096,6,1933,1,25,14,44,23.6,0.14,4.04
4.09,-116.547,31.078,6,1933,1,27,16,27,55.3,0.333,3.89
3.17,-117.37,36.13,6,1933,1,29,5,50,3.1,0.333,2.97
3.52,-120.65,33.574,6,1933,1,30,16,51,55.1,0.222,3.43
2.83,-116.531,33.605,6,1933,1,31,20,31,22,0.222,2.74
5,-118.833,37.333,16,1933,2,3,3,26,0,0.333,4.8
3.27,-116.448,33.205,6,1933,2,13,16,29,1.9,0.222,3.18
2.86,-117.279,35.882,6,1933,2,20,19,28,1.9,0,2.86
4.5,-115.75,32.833,16,1933,2,24,19,33,0,0.222,4.41
4.85,-118.163,33.063,6,1933,2,24,19,33,17.5,0.14,4.81
3.8,-117.803,35.965,6,1933,2,26,6,55,1.9,0.333,3.6
3.32,-119.5,34.333,6,1933,3,7,17,13,19.7,0.222,3.23
3.14,-116.75,33.5,6,1933,3,8,10,58,26.2,0.222,3.05
2.8,-119.899,34.227,6,1933,3,8,12,39,1.9,0,2.8
6.4,-117.999,33.631,6,1933,3,11,1,54,9.3,0.07,6.39
3.62,-116.533,33.977,6,1933,4,4,21,27,1.9,0.222,3.53
4.5,-118,38,0,1933,4,7,0,17,56,0.333,4.3
3.54,-118.934,34.123,6,1933,4,8,21,7,4.7,0.222,3.45
3.61,-116.867,36.424,6,1933,4,12,10,2,0,0.333,3.41
3.07,-119.57,34.465,23,1933,4,14,16,57,0,0.222,2.98
3.01,-116.75,33.5,6,1933,4,15,6,52,1.9,0.222,2.92
4.2,-118,39.5,0,1933,4,30,15,52,4,0.333,4
4.5,-118.1,39.8,0,1933,4,30,16,16,50,0.333,4.3
3.66,-118.405,38.072,6,1933,5,3,22,40,24.6,0.333,3.46
3.89,-121,36.5,6,1933,5,5,1,47,0,0.222,3.8
3.77,-115.021,32.001,6,1933,5,5,7,17,11.4,0.222,3.68
2.92,-117.277,35.929,6,1933,5,6,22,56,30.3,0.333,2.72
3.39,-118.605,35.838,6,1933,5,8,10,34,10.1,0.222,3.3
2.99,-116.753,33.815,6,1933,5,14,9,19,48.7,0.222,2.9
4.5,-122,37.6,0,1933,5,16,11,45,26,0.14,4.5
4.17,-120.812,32.73,6,1933,5,18,21,54,19.2,0.205,4.09
4.37,-120.141,32.018,6,1933,5,18,21,54,28.4,0.333,4.17
4.27,-115.619,32.451,6,1933,5,19,16,26,36.4,0.06,4.26
2.9,-116.603,31.735,6,1933,5,21,5,50,3.1,0.222,2.81
3.3,-121.155,33.752,6,1933,5,21,14,6,38.7,0.222,3.21
3.53,-117.942,36.826,6,1933,5,23,9,47,9.2,0.333,3.33
3.12,-119.763,34.249,6,1933,6,6,18,17,33.4,0.222,3.03
2.8,-115.309,32.818,6,1933,6,13,8,43,53.2,0,2.8
3.3,-118.913,33.936,6,1933,6,14,15,47,31.9,0.222,3.21
3.44,-116.982,31.084,6,1933,6,23,13,50,24.9,0.333,3.24
4.1,-119.7,39.3,0,1933,6,23,19,54,30,0.333,3.9
3.82,-121.54,34.031,6,1933,6,23,23,59,30.4,0.333,3.62
6.1,-119.33,39.08,0,1933,6,25,20,45,27,0.14,6.1
4.45,-120.251,34.034,6,1933,6,26,6,27,47.8,0.06,4.44
3.08,-116.354,36.664,6,1933,6,27,13,4,1.9,0.333,2.88
3.06,-117.217,34.094,6,1933,6,29,21,58,11,0.222,2.97
2.98,-116.303,34.043,6,1933,6,30,10,42,9.5,0.222,2.89
3.46,-120.965,34.602,6,1933,7,9,17,13,58.2,0.222,3.37
3.35,-118.84,34.817,6,1933,7,11,19,4,10,0.222,3.26
2.9,-117.96,35.811,6,1933,7,17,3,48,32.3,0.222,2.81
3.82,-116.133,31.437,6,1933,7,17,15,16,39.7,0,3.82
4,-118,38,0,1933,7,18,18,12,0,0.333,3.8
3.41,-115.895,32.746,6,1933,7,19,12,25,28.4,0,3.41
3.36,-119.002,34.229,6,1933,7,20,14,46,1.9,0.222,3.27
3.34,-116.442,33.989,6,1933,7,22,22,11,5.2,0.222,3.25
3.33,-114.844,32.677,6,1933,7,25,19,13,1.9,0,3.33
3.01,-117.413,36.41,6,1933,7,30,15,48,3,0.333,2.81
3.04,-118.183,36.693,6,1933,7,31,7,41,56.2,0,3.04
3.12,-116.123,33.872,6,1933,8,1,3,58,40.8,0.222,3.03
4.64,-116.194,33.272,6,1933,8,6,3,32,32.2,0.07,4.63
2.83,-116.123,32.688,6,1933,8,9,4,59,1.9,0,2.83
2.99,-116.826,32.84,6,1933,8,12,17,27,16.2,0.222,2.9
4.3,-118.3,37.8,0,1933,8,13,0,40,0,0.333,4.1
3.59,-117.262,31.417,6,1933,8,16,14,52,15.7,0.333,3.39
2.99,-120.469,35.526,6,1933,8,19,0,16,1.9,0,2.99
3.8,-116.182,31.979,6,1933,8,19,17,47,10,0,3.8
3.64,-120.578,36.025,6,1933,8,20,11,29,56.5,0.222,3.55
3.08,-118.204,37.325,6,1933,8,22,9,41,40.3,0.333,2.88
2.94,-115.518,33.196,6,1933,8,23,22,58,1.9,0,2.94
3.26,-115.604,32.28,6,1933,8,24,1,21,53.7,0,3.26
3.08,-118.098,35.1,6,1933,9,4,8,13,56.6,0.222,2.99
3.1,-117.224,33.586,6,1933,9,9,13,53,18.1,0.222,3.01
2.87,-115.809,32.052,6,1933,9,14,8,59,1.9,0,2.87
3.05,-116.726,33.115,6,1933,9,14,14,5,53.6,0.222,2.96
3.73,-116.36,33.814,6,1933,9,15,3,27,44.9,0.222,3.64
3.14,-116.967,31.766,6,1933,9,21,10,26,59.8,0.222,3.05
3.22,-116.564,31.746,6,1933,9,21,10,52,46.2,0.222,3.13
4.09,-117.021,31.226,6,1933,9,27,17,47,2.8,0.333,3.89
4.6,-123.92,40.08,0,1933,9,28,11,53,0,0,4.6
3.33,-117.748,35.697,6,1933,10,1,0,49,58.4,0.333,3.13
3.56,-115.357,32.666,6,1933,10,2,16,52,57.9,0.222,3.47
3.7,-118.748,38.079,6,1933,10,4,22,0,1.5,0.333,3.5
3.9,-117.206,34.022,15,1933,10,5,10,45,28.7,0.222,3.81
3.43,-115.668,32.785,6,1933,10,5,17,12,54.5,0.222,3.34
3,-116.738,33.459,6,1933,10,5,20,20,23.4,0.222,2.91
3.63,-115.924,31.78,6,1933,10,14,20,2,21,0.222,3.54
2.91,-119.119,35.348,6,1933,10,15,14,1,39.2,0.222,2.82
4.03,-116.254,31.097,6,1933,10,20,16,10,11.9,0.333,3.83
3.43,-116.804,33.427,6,1933,10,21,4,6,12.9,0.222,3.34
3.33,-119.629,34.249,6,1933,10,25,19,25,38.6,0.222,3.24
4.12,-115.678,31.201,6,1933,10,29,16,13,3.7,0.333,3.92
3.36,-116.105,31.483,6,1933,10,29,17,11,45.5,0.333,3.16
3.7,-119.532,32.914,6,1933,10,30,1,56,45.3,0.222,3.61
4.04,-115.585,33.159,6,1933,10,30,10,59,1.8,0.07,4.03
3.18,-120.904,35.919,6,1933,11,11,21,7,14.2,0.222,3.09
2.88,-118.945,34.678,6,1933,11,20,7,39,46.1,0.222,2.79
3.75,-115.77,31.751,6,1933,11,21,5,55,41.8,0.222,3.66
3.44,-115.816,34.23,6,1933,11,26,2,40,57.4,0.222,3.35
3.19,-115.764,36.638,6,1933,11,27,10,37,10.7,0.333,2.99
2.96,-116.072,35.697,6,1933,11,28,20,10,56.1,0.333,2.76
4.43,-116.24,31.46,6,1933,11,29,8,39,45.1,0.333,4.23
3.28,-116.772,33.939,6,1933,12,6,15,1,56.5,0.222,3.19
4.02,-115.332,32.389,6,1933,12,8,4,36,57.1,0.07,4.01
3.09,-115.999,32.478,6,1933,12,9,10,43,27.2,0.222,3
2.95,-115.622,32.593,6,1933,12,10,1,41,11.5,0,2.95
4.1,-121.157,34.776,6,1933,12,12,13,56,27.3,0.07,4.09
5,-122,37.2,0,1933,12,13,15,34,37,0,5
3.01,-116.95,31.333,6,1933,12,17,23,33,57.3,0,3.01
2.86,-118.945,34.011,6,1933,12,22,5,51,36.8,0.222,2.77
2.92,-116.26,32.995,6,1933,12,23,5,35,44.4,0.222,2.83
4.21,-114.946,32.106,6,1933,12,28,21,5,33.1,0.07,4.2
4.12,-115.724,31.964,6,1934,1,4,21,53,26.7,0.222,4.03
3.19,-120.674,34.51,6,1934,1,9,12,47,44.5,0.222,3.1
4.3,-117.662,34.123,9,1934,1,9,14,10,32.1,0.07,4.29
3.23,-117.421,35.858,6,1934,1,9,15,44,21.2,0.333,3.03
3.45,-116.715,33.66,6,1934,1,13,22,26,5.9,0.222,3.36
3.69,-116.369,34.235,6,1934,1,26,18,44,27.8,0.222,3.6
3.19,-116.463,31.854,6,1934,1,28,4,28,2.3,0.222,3.1
3.41,-119.68,34.225,6,1934,2,1,16,9,28,0.222,3.32
6.5,-117.441,37.586,10,1934,2,9,9,20,28,0.333,6.3
4.04,-115.545,31.54,6,1934,2,11,18,1,27.9,0.222,3.95
3.98,-114.955,32.433,6,1934,2,11,18,1,28.9,0.222,3.89
2.96,-117.098,33.424,6,1934,2,16,23,36,54.8,0.222,2.87
3.6,-116.207,31.084,6,1934,2,18,22,43,31.6,0.333,3.4
3.02,-120.098,34.685,6,1934,2,20,0,53,45.2,0.222,2.93
3.76,-116.572,33.449,6,1934,2,20,10,35,6.2,0.222,3.67
2.8,-116.204,34.534,6,1934,2,22,8,17,48.6,0.222,2.71
3.53,-116.317,33.954,15,1934,2,24,1,11,47.1,0.222,3.44
3.05,-116.241,31.472,6,1934,3,2,13,18,8.3,0.333,2.85
4.62,-115.826,33.127,6,1934,3,2,21,30,23.4,0.07,4.61
3.16,-116,31.4,6,1934,3,8,8,31,1.9,0,3.16
3.46,-118.713,33.83,6,1934,3,10,23,3,8.8,0.222,3.37
2.94,-115.727,32.466,6,1934,3,12,2,50,44.9,0.222,2.85
4.5,-116.6,37.3,0,1934,3,28,9,37,0,0.333,4.3
4.9,-115.33,37.67,16,1934,3,30,16,26,0,0.333,4.7
4.5,-116.3,38.1,0,1934,3,31,0,11,48,0.333,4.3
3.38,-116.5,31.26,6,1934,4,2,7,1,48.8,0,3.38
4.05,-115.505,31.258,6,1934,4,3,17,52,55.8,0.333,3.85
3,-115.5,32.5,6,1934,4,4,5,24,0,0,3
3.29,-118.423,33.156,6,1934,4,6,3,36,42.7,0.222,3.2
5.5,-111.5,41.5,0,1934,4,7,2,16,0,0.333,5.3
2.83,-116.367,33.991,6,1934,4,8,17,16,43.9,0.222,2.74
3.58,-116.233,35.123,6,1934,4,13,10,55,12.3,0.222,3.49
5,-115,38,0,1934,4,15,12,9,0,0,5
3.71,-115.783,30.887,6,1934,4,21,1,20,1.9,0.333,3.51
4.5,-117,39,0,1934,4,21,23,22,0,0.333,4.3
3.5,-121.4,36.75,0,1934,4,23,21,20,0,0.222,3.41
2.94,-118.132,37.069,6,1934,4,26,12,52,40.2,0.333,2.74
3.16,-116.342,32.058,6,1934,4,27,10,47,8.3,0.222,3.07
3.51,-120.683,35.871,6,1934,5,6,20,14,40.9,0.222,3.42
3.46,-119.466,35.64,6,1934,5,7,5,3,25.6,0.222,3.37
2.99,-119.661,34.166,6,1934,5,10,11,28,31,0.222,2.9
5.5,-114.5,31,0,1934,5,14,13,14,0,0.222,5.41
3.19,-116.895,31.612,6,1934,5,14,14,48,1.9,0.333,2.99
3.42,-116.342,31.923,6,1934,5,14,16,35,45,0.222,3.33
3.25,-116.807,33.939,6,1934,5,20,9,43,10.2,0.222,3.16
3.35,-116.986,31.975,6,1934,5,23,6,31,56.1,0.222,3.26
2.8,-119.626,34.294,20,1934,5,24,6,52,52,0.222,2.71
4,-114,31,0,1934,5,28,3,32,0,0.222,3.91
3.79,-120.883,35.912,6,1934,6,6,16,39,58.7,0.222,3.7
4.5,-121,40,0,1934,6,6,22,14,0,0.14,4.5
4,-116,39,0,1934,6,7,20,51,0,0,4
6,-120.33,35.8,0,1934,6,8,4,47,0,0.14,6
4,-121,36.5,0,1934,6,16,23,3,0,0.14,4
3.7,-119.414,33.19,6,1934,6,17,2,43,11.2,0.222,3.61
2.92,-115.374,32.975,6,1934,6,20,2,53,58,0.222,2.83
3.34,-117.644,31.404,6,1934,6,20,13,15,5.7,0.333,3.14
3.49,-115,31,6,1934,6,21,15,18,22.8,0,3.49
3.35,-115.833,31.959,6,1934,6,22,2,37,31.9,0.222,3.26
3.47,-116.551,33.259,6,1934,6,23,10,53,49.5,0.222,3.38
2.99,-116.335,33.423,6,1934,6,25,6,8,14.4,0.222,2.9
3.09,-116.068,34.038,6,1934,6,26,1,22,44.6,0.222,3
2.94,-116.221,32.741,6,1934,7,5,15,5,47.8,0.222,2.85
6.5,-125.27,41.22,5,1934,7,6,22,48,55.1,0.222,6.41
3.28,-116.981,31.49,6,1934,7,17,11,37,36.5,0.333,3.08
2.96,-116.758,33.638,6,1934,7,22,7,18,31.2,0.222,2.87
3.29,-115.512,32.254,6,1934,7,23,21,59,7.1,0.222,3.2
3.75,-116.808,32.825,6,1934,7,30,5,19,44.5,0.222,3.66
3.21,-115.4,32.477,6,1934,8,1,5,22,36.2,0.222,3.12
3.39,-120.937,36.028,6,1934,8,4,0,18,39.3,0.222,3.3
3.3,-117.086,31.407,6,1934,8,6,11,45,56.8,0.333,3.1
2.86,-116.168,34.266,6,1934,8,11,21,53,41.2,0.222,2.77
3.69,-115.912,33.7,6,1934,8,14,11,29,5.5,0.222,3.6
4.29,-116.012,31.231,6,1934,8,18,15,1,28.3,0.333,4.09
3.34,-117.744,36.42,6,1934,8,19,3,30,32.4,0.333,3.14
2.81,-118.688,33.93,6,1934,8,19,17,33,5.2,0.222,2.72
3.31,-121.017,35.617,6,1934,8,26,3,2,6.5,0.222,3.22
3.38,-116.104,31.575,6,1934,8,28,3,53,20.2,0.333,3.18
3.66,-117.524,34.145,15,1934,8,30,12,50,54.3,0.222,3.57
2.97,-117.369,33.918,0,1934,8,31,12,54,10.8,0.222,2.88
3.27,-120.977,36.11,6,1934,9,6,23,24,30.7,0.222,3.18
3.22,-116.963,31.136,6,1934,9,8,17,50,16.4,0,3.22
3.04,-115.592,31.898,6,1934,9,11,10,28,20.6,0,3.04
2.85,-118.905,36.055,6,1934,9,12,11,29,51.4,0.222,2.76
3.12,-116.522,33.667,6,1934,9,18,22,27,23.3,0.222,3.03
2.94,-118.392,37.545,6,1934,9,20,11,10,27,0.333,2.74
4,-117,39,0,1934,9,24,3,20,0,0.333,3.8
3.19,-116.659,31.734,6,1934,9,26,13,31,4.5,0,3.19
3.89,-116.035,31.577,6,1934,9,27,21,39,52,0.333,3.69
3.11,-115.386,32.284,6,1934,10,1,1,11,35,0,3.11
3.21,-116.401,33.044,6,1934,10,2,12,41,52,0.222,3.12
4,-122.8,37.6,0,1934,10,2,20,20,0,0.14,4
3.22,-121.014,33.929,6,1934,10,7,0,18,57.7,0.222,3.13
3.09,-115.758,31.455,6,1934,10,7,16,27,29.5,0,3.09
2.96,-116.534,31.951,6,1934,10,10,3,43,22.3,0,2.96
3.17,-120.904,34.229,6,1934,10,10,10,52,15.6,0.222,3.08
3.28,-116.937,31.102,6,1934,10,12,16,44,23.8,0.333,3.08
3.9,-119.5,39.6,0,1934,10,13,3,56,45,0.333,3.7
2.96,-116.529,31.747,6,1934,10,15,1,2,32.4,0,2.96
3.18,-115.383,32.403,6,1934,10,16,3,59,27.8,0.222,3.09
4.3,-117.1,37.1,0,1934,10,16,23,12,0,0.333,4.1
3.39,-116.507,32.945,6,1934,10,22,2,24,54.9,0.222,3.3
2.93,-118.447,32.883,6,1934,10,24,4,56,11.1,0.222,2.84
3.42,-116.687,33.393,6,1934,10,28,5,47,38.3,0.222,3.33
4.2,-117.7,39.7,0,1934,10,28,22,5,28,0.333,4
3.28,-117.31,31.517,6,1934,10,28,23,13,39.5,0.333,3.08
3.64,-116.575,31.593,6,1934,10,31,14,13,4.5,0.333,3.44
3.32,-115.623,33.294,6,1934,11,1,18,20,0.2,0.222,3.23
