AFFINITY	SAMPLE_ID	LATITUDE	LONGITUDE	SIO2(WT%)	TIO2(WT%)	AL2O3(WT%)	FE2O3(WT%)	FEO(WT%)	CAO(WT%)	MGO(WT%)	MNO(WT%)	K2O(WT%)	NA2O(WT%)	P2O5(WT%)	LA(PPM)	CE(PPM)	PR(PPM)	ND(PPM)	SM(PPM)	EU(PPM)	GD(PPM)	TB(PPM)	DY(PPM)	HO(PPM)	ER(PPM)	TM(PPM)	YB(PPM)	LU(PPM)	SC(PPM)	V(PPM)	CR(PPM)	CO(PPM)	NI(PPM)	CU(PPM)	ZN(PPM)	GA(PPM)	RB(PPM)	SR(PPM)	Y(PPM)	ZR(PPM)	NB(PPM)	SN(PPM)	CS(PPM)	BA(PPM)	HF(PPM)	TA(PPM)	PB(PPM)	TH(PPM)	U(PPM)
IAB	10202-482-8-8	-22.33	-176.2	51.4	0.75	17.5	2.7	7.74	11.5	5.53	0.19	0.55	1.99	0.14	3.34	7.79	1.2	6.61	1.76	0.67	2.25	0.37	2.41	0.5	1.45	0.23	1.48	0.22	40	550	35	35	16	110	92	36	9	270	17	43	0.37		0.27	134	0.94	0.029	1.5	0.371	0.18
IAB	67396	-22.33	-176.2	51.7	0.75	16.2	6.94	4.01	11.8	6.73	0.2	0.46	1.26	0.13	3.08	7.05		5.46	1.94	0.732	2.26	0.502	2.9			0.274	1.87	0.287	52	480	122	39.9	28	19	70	28	14	238	22	44			0.146	147		0.891	5	0.357	
IAB	90543	-21.03	-174.92	47.1	0.84	19.2	4.51	5.48	7.54	6.01	0.2	0.89	3.44	0.08	1.24	4.3		4.83	2	0.7	2.8	0.54	3.82			0.44	2.69	0.39	40.8	410	45.7	29.6	37		120	32		170	20				0.14	302	1.21		10		
IAB	76497	-18.95	-178.96	46.39	2.27	15.66	4.88	5.12	10.44	10.63	0.17	1.01	2.87	0.56	28	70.7		36.7	7.4	2.39		0.91					2.87	0.43	29	229	529		281	60	67	14	26	728	29	190	55			526	4.34	3.84	0	5.06	
IAB	81309	-17.25	-179.666	51.55	0.78	15.27	4.83	3.26	12.22	9.07	0.16	0.47	2.25	0.13	0	12													40	285	354		123	80	60	14	12	276	23	49	2			199			0		
IAB	76495	-17.51	-178.71	49.28	2.42	17.07	2.46	8.33	8.32	6.22	0.17	1.29	3.97	0.48	25	74		37.1	9.4	2.7		1.24					3.52	0.56	28	205	131		60	52	82	23	24	498	38	256	38			296	6.2	2.86	2	3.46	
IAB	81292	-17.1	-179.1	48.91	0.83	18.92	3.67	6.45	12	5.92	0.17	0.63	2.3	0.2	4	17													30	338	42		27	100	77	15	19	549	19	41	0			193			0		
IAB	81266	-18.65	-178.75	49.34	0.98	18.3	3.39	6.65	11.71	6.33	0.18	0.57	2.36	0.19	7	15													34	315	90		36	73	71	21	6	423	31	44	0			93			0		
IAB	76340	-17.33	179.416	45														31	6.5																		20	737									2	3.9	1.1
IAB	76496	-20.3333	-174.8833	46.82	2.22	15.59	6.08	5.13	10.55	8.88	0.17	0.92	3.09	0.52	31	76.1		37.7	8.7	2.5		1.01					2.55	0.4	30	228	334		237	54	86	18	26	728	30	181	53			454	4.5	3.89	0	5	
IAB	81362	-20.333	-174.883	47.28	1.91	16.5	4.15	5.87	9.42	9.45	0.18	0.58	4.03	0.62	32	66													26	209	455		201	61	66	15	2	665	28	189	58			571			3		
IAB	81348	-17.6	-178.89	50.68	0.72	20.09	6.96	1.37	10.52	5.72	0.15	1.49	2.07	0.22	4	15													26	256	32		24	67	67	20	42	595	17	53	3			252			3		
IAB	10212-N107	-15.6	-175.65	49.32	1.78	15.73	4.97	6.73	11.18	6.08	0.21	0.24	3.49	0.15	5.56	9.71	2.58	8.41	2.98	1.41	4.31	0.981	6.24	1.39	4.12	0.537	4.08	0.584	46	300	207	41.4	44.6	73	83	18	3.43	172	41.1	128	4.68		0.037	45.6	2.73	0.27	1.16	0.444	0.106
IAB	53048	-15.6	-175.65	50.13	1.47	15.34			11.81	7.05	0.19	0.18	2.84	0.12	4.6	13.1		11.5	3.64	1.42		0.95					3.41	0.53	51	290	303	42	59	76	86	18	2.4	167	35	99	3.3			40	2.53	0.25	0	0.297	0.112
IAB	76493	-18.56	-178.5	52.55	0.89	19.69	2.89	4.99	9.95	5.1	0.13	1.4	2.18	0.23	8	10.8		12.7	4.3	1.3		0.8					3.02	0.56	32	317	31		23	135	72	18	45	544	35	38	2			263	1.21	0.43	8	0.44	
IAB	81260	-18.45	-178.05	48.14	0.96	20.18	3.09	6.96	11.7	5.68	0.19	0.75	2.17	0.17	5	10													30	330	49		33	88	74	15	8	495	18	24	0			203			5		
IAB	81190	-17.41	-178.99	51.73	1.07	16.89	2.81	5.83	9.57	8.12	0.17	0.78	2.81	0.21																225	315		116	60	63	19	11	340	25	97	0			100			0		
IAB	10199-T072	-15.87	-173.92	51.84	0.32	16.79			12.16	6.79	0.18	0.16	1.19	0.02	1.07	2.37	0.364	1.83	0.687	0.279	1.03	0.189	1.26	0.291	0.892	0.128	0.885	0.138	46.8	273		76	24.7			11.8	2.51	133	8.31	11	0.59		0.086	44.1	0.36		0.89	0.164	0.081
IAB	81198	-17.5	-178.85	50.82	1	17.5	4.06	5.19	10.28	7.82	0.14	0.39	2.61	0.18	4	15													36	288	404		127	57	74	15	6	344	23	81	0			86			3		
IAB	81223	-20	-178	48.88	1.09	17.75	2.99	6.92	11.92	7.37	0.18	0.6	2.09	0.2	8	19													35	339	180		80	90	72	16	15	427	20	45	0			117			0		
IAB	76489	-17.51	-178.89	52.36	1.07	19.33	4.37	5.97	10.14	3.46	0.18	0.54	2.38	0.21	5	13.3		11.7		1.24		0.7					2.57	0.46	35	322	22		13	89	87	18	7	296	26	69	0			83	2.1	0.14	0	0.52	
IAB	81316	-17.51	-178.89	48.83	0.77	18.85	5.79	4.39	12.59	5.71	0.22	0.6	2.07	0.18	2	12													31	293	76		29	37	64	14	11	393	16	28	0			137			2
